Account Number,Reporting Period,Origination Date,Credit Limit,Outstanding Balance,CLTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Type,DTI Ratio,Loan Modification,Charge-Off Status
208758,2025-02,2018-01-11,81733,103875,63.09,8.54,Current,GA,517,Fixed,20.16,Yes,No
208759,2025-02,2020-02-20,115990,84219,61.94,4.39,Current,FL,595,HELOC,15.25,No,No
208760,2025-02,2019-05-31,51576,144260,75.39,8.96,Current,WA,534,HELOC,17.59,No,No
208761,2025-02,2021-03-18,35575,132337,85.98,6.27,Current,NY,721,HELOC,51.42,No,No
208762,2025-02,2020-10-06,243100,131496,98.35,5.33,Current,FL,572,HELOC,41.8,No,No
208763,2025-02,2021-04-24,123502,49599,99.2,8.68,Current,GA,788,Fixed,49.25,No,No
208764,2025-02,2017-04-27,206235,73973,66.33,7.71,Current,TX,641,Fixed,19.56,No,No
208765,2025-02,2021-05-24,186368,39229,65.39,3.51,Current,IL,634,HELOC,28.04,No,No
208766,2025-02,2019-09-13,223331,72171,97.91,7.0,Current,IL,625,Fixed,24.02,No,No
208767,2025-02,2017-07-04,151645,107318,59.03,6.73,Current,CA,509,Fixed,43.04,No,No
208768,2025-02,2018-07-23,177884,174633,64.49,4.17,Current,GA,693,HELOC,39.41,No,No
208769,2025-02,2017-12-01,24271,151402,53.13,8.02,Current,NY,626,HELOC,24.58,No,No
208770,2025-02,2022-07-03,173375,70150,95.22,4.5,Current,WA,752,Fixed,46.14,No,No
208771,2025-02,2015-06-18,232166,20253,58.03,7.91,Current,TX,515,HELOC,34.72,No,No
208772,2025-02,2017-10-23,196871,84908,94.84,8.83,Current,GA,738,HELOC,33.14,No,No
208773,2025-02,2020-09-29,219197,176017,61.8,6.55,Current,WA,678,Fixed,37.36,No,No
208774,2025-02,2016-07-24,106604,182931,95.58,6.0,Current,GA,630,Fixed,22.73,No,No
208775,2025-02,2019-10-28,181628,6571,56.79,4.13,Current,TX,656,Fixed,18.24,No,No
208776,2025-02,2018-01-25,245873,43151,51.0,5.39,Current,GA,664,Fixed,38.15,No,Yes
208777,2025-02,2018-03-03,152524,38160,61.61,6.33,Current,TX,819,Fixed,45.79,No,No
208778,2025-02,2023-07-02,77475,31642,88.77,6.53,Current,CA,628,HELOC,29.23,No,No
208779,2025-02,2018-10-04,88541,14039,78.75,5.16,Current,IL,558,HELOC,39.74,No,No
208780,2025-02,2021-01-26,216451,77758,83.18,5.58,Current,GA,721,HELOC,39.27,No,No
208781,2025-02,2015-08-10,100652,173356,87.99,4.04,Current,FL,736,Fixed,22.43,No,No
208782,2025-02,2023-02-15,139892,103065,86.48,3.67,Current,GA,550,Fixed,41.56,No,Yes
208783,2025-02,2017-10-03,242480,111599,94.66,5.55,Current,IL,517,Fixed,31.96,No,No
208784,2025-02,2020-08-14,12960,63769,83.05,3.35,90+ Days,IL,603,HELOC,48.97,No,No
208785,2025-02,2017-10-03,131214,5374,80.6,6.34,Current,IL,703,HELOC,38.43,No,No
208786,2025-02,2020-11-10,13006,38225,68.93,6.5,Current,CA,531,HELOC,18.43,No,No
208787,2025-02,2019-10-20,54530,180027,60.11,6.91,Current,CA,639,Fixed,42.11,No,No
208788,2025-02,2020-05-02,53291,154706,94.81,6.23,30 Days,NY,623,HELOC,53.57,No,No
208789,2025-02,2017-12-16,104542,120724,88.21,5.17,Current,TX,524,Fixed,27.99,No,No
208790,2025-02,2017-10-23,41371,129729,61.04,5.72,Current,CA,804,HELOC,16.37,Yes,No
208791,2025-02,2021-01-24,57726,190600,76.59,7.76,Current,FL,560,Fixed,54.44,No,No
208792,2025-02,2021-01-02,40292,157170,88.19,3.59,Current,NY,753,Fixed,37.11,No,No
208793,2025-02,2017-11-22,28486,122140,60.88,6.29,Current,WA,642,Fixed,15.17,No,No
208794,2025-02,2016-06-29,243555,75199,55.93,7.35,Current,NY,691,Fixed,18.73,No,No
208795,2025-02,2019-05-05,104802,141742,85.71,6.03,Current,WA,686,HELOC,40.43,No,No
208796,2025-02,2020-11-04,64239,155989,96.59,7.63,Current,TX,698,Fixed,36.18,No,No
208797,2025-02,2017-09-09,75066,114011,77.35,8.59,Current,GA,736,HELOC,25.69,No,No
208798,2025-02,2016-05-04,95083,141146,51.23,7.01,Current,WA,780,Fixed,19.98,Yes,No
208799,2025-02,2015-12-24,200489,49822,97.81,4.43,Current,GA,585,Fixed,50.19,No,No
208800,2025-02,2018-11-04,228292,10092,91.1,3.59,Current,GA,651,Fixed,15.67,No,No
208801,2025-02,2022-12-17,104840,141235,94.13,4.99,Current,FL,527,Fixed,42.09,No,No
208802,2025-02,2020-02-15,119715,82917,62.96,5.59,Current,TX,673,Fixed,37.34,No,No
208803,2025-02,2018-12-27,83877,169861,94.01,7.27,60 Days,TX,781,Fixed,37.99,No,No
208804,2025-02,2019-11-17,89594,138952,52.33,6.74,Current,CA,815,HELOC,49.66,No,No
208805,2025-02,2023-11-01,139676,171871,87.45,8.91,Current,FL,826,HELOC,17.49,No,No
208806,2025-02,2017-10-22,36304,184202,98.07,6.68,Current,FL,533,Fixed,26.41,No,No
208807,2025-02,2018-01-29,249202,10981,89.53,8.48,Current,NY,835,HELOC,37.21,No,No
208808,2025-02,2019-07-15,244796,45463,67.16,6.66,Current,CA,775,Fixed,23.1,No,No
208809,2025-02,2021-03-29,82559,153579,74.45,5.67,Current,TX,632,HELOC,49.83,No,No
208810,2025-02,2022-11-28,247098,65275,73.06,7.64,Current,FL,749,HELOC,25.23,No,No
208811,2025-02,2015-07-23,186905,155181,58.56,7.06,Current,NY,578,HELOC,51.51,No,No
208812,2025-02,2015-04-06,154343,181413,50.72,6.06,Current,FL,633,HELOC,51.3,No,No
208813,2025-02,2021-09-30,193774,153900,70.32,8.12,Current,TX,829,Fixed,28.2,Yes,No
208814,2025-02,2022-05-04,20938,91716,97.56,6.23,Current,NY,504,HELOC,51.37,No,No
208815,2025-02,2017-01-06,92689,39391,77.85,3.87,Current,CA,771,Fixed,18.2,No,No
208816,2025-02,2020-09-15,59634,50123,57.55,8.49,Current,TX,681,HELOC,18.47,Yes,No
208817,2025-02,2016-07-22,15245,72859,72.11,6.31,Current,IL,511,HELOC,29.6,No,No
208818,2025-02,2021-12-04,232309,169028,75.39,4.79,30 Days,FL,829,Fixed,42.18,No,No
208819,2025-02,2019-04-21,160394,32021,84.35,3.82,Current,TX,813,Fixed,16.41,No,No
208820,2025-02,2022-11-24,84164,158196,90.58,3.89,Current,GA,837,Fixed,29.38,No,No
208821,2025-02,2019-01-07,48737,190509,71.78,7.71,30 Days,GA,513,Fixed,28.83,Yes,No
208822,2025-02,2021-08-31,197348,185997,57.7,4.64,Current,NY,534,HELOC,18.44,No,No
208823,2025-02,2020-08-11,175611,9765,50.98,8.87,30 Days,TX,623,HELOC,46.82,No,No
208824,2025-02,2019-06-02,39789,70674,97.66,5.48,Current,CA,846,Fixed,23.58,No,No
208825,2025-02,2022-08-12,211484,7925,83.73,8.18,Current,TX,719,Fixed,27.86,No,No
208826,2025-02,2023-08-18,200991,143305,75.34,7.51,Current,CA,635,HELOC,33.98,No,No
208827,2025-02,2015-11-05,98477,8449,61.55,4.55,Current,NY,543,HELOC,46.87,No,No
208828,2025-02,2023-10-05,192294,47678,61.31,4.84,Current,GA,579,HELOC,43.75,No,No
208829,2025-02,2017-05-09,84571,160111,72.95,3.31,Current,IL,580,Fixed,30.29,No,No
208830,2025-02,2020-11-12,127580,72526,98.25,7.82,Current,NY,739,HELOC,46.7,No,No
208831,2025-02,2017-08-20,95560,178009,67.5,8.31,Current,FL,813,Fixed,23.62,No,No
208832,2025-02,2019-09-30,164663,186082,93.16,7.73,Current,CA,536,Fixed,21.79,No,No
208833,2025-02,2018-11-12,79664,80036,76.06,6.37,Current,CA,643,HELOC,37.5,No,No
208834,2025-02,2020-11-22,208762,173012,95.07,8.68,30 Days,NY,590,Fixed,30.56,No,No
208835,2025-02,2016-10-11,69568,53326,60.7,6.99,Current,WA,627,Fixed,51.54,No,No
208836,2025-02,2022-08-23,215063,100042,57.3,6.49,Current,NY,627,HELOC,42.73,No,No
208837,2025-02,2022-11-10,44262,79085,72.92,6.34,Current,IL,704,Fixed,45.57,No,No
208838,2025-02,2019-07-07,228282,9619,77.71,8.77,Current,GA,639,HELOC,49.74,No,No
208839,2025-02,2023-04-06,236679,17199,56.28,6.32,Current,TX,534,Fixed,23.0,No,No
208840,2025-02,2019-12-10,35103,18017,83.93,3.16,90+ Days,CA,565,HELOC,45.38,No,No
208841,2025-02,2020-09-20,162613,41992,67.43,5.03,Current,GA,501,HELOC,54.25,No,No
208842,2025-02,2020-06-24,118247,116914,92.09,7.28,Current,GA,619,Fixed,24.31,No,No
208843,2025-02,2021-01-13,34411,125098,80.02,5.44,Current,GA,760,HELOC,21.87,No,No
208844,2025-02,2023-10-15,199153,70863,81.1,8.1,Current,NY,655,HELOC,30.63,No,No
208845,2025-02,2023-10-03,248843,16141,94.75,5.78,Current,WA,581,HELOC,47.78,No,No
208846,2025-02,2016-07-14,83832,199604,71.62,3.41,Current,WA,691,Fixed,47.6,No,No
208847,2025-02,2017-12-18,48522,175361,84.74,7.77,Current,GA,554,HELOC,27.77,No,No
208848,2025-02,2021-05-24,173812,65677,71.11,6.7,Current,GA,606,Fixed,43.84,No,No
208849,2025-02,2021-04-21,192592,143504,89.55,8.0,Current,TX,768,Fixed,45.36,No,No
208850,2025-02,2021-03-18,52986,23511,57.24,3.65,Current,GA,656,Fixed,47.52,No,No
208851,2025-02,2015-02-02,97259,41679,93.4,5.96,Current,WA,840,Fixed,48.49,No,No
208852,2025-02,2016-08-08,208804,13227,82.14,5.4,30 Days,GA,771,Fixed,20.75,No,No
208853,2025-02,2016-06-20,212710,173874,68.09,3.94,Current,CA,722,Fixed,24.81,No,No
208854,2025-02,2018-08-10,136609,129267,87.24,5.63,60 Days,FL,754,Fixed,48.05,No,No
208855,2025-02,2015-06-21,31261,153082,69.37,8.28,Current,IL,622,HELOC,54.25,No,No
208856,2025-02,2019-01-10,229389,187960,77.99,7.47,Current,TX,801,HELOC,24.62,No,Yes
208857,2025-02,2022-02-02,118441,59689,83.74,4.8,Current,TX,838,HELOC,34.7,No,No
208858,2025-02,2022-09-12,63716,25281,66.46,4.79,Current,GA,740,Fixed,43.77,No,No
208859,2025-02,2017-12-23,215705,100813,51.34,8.35,Current,IL,647,HELOC,40.17,No,No
208860,2025-02,2020-04-05,185191,40071,81.61,7.93,Current,WA,527,Fixed,42.37,No,No
208861,2025-02,2015-11-10,35443,178797,75.27,7.05,Current,GA,517,HELOC,18.95,No,No
208862,2025-02,2020-07-23,162055,123611,56.67,5.04,Current,IL,800,Fixed,53.22,No,No
208863,2025-02,2021-06-07,133893,15456,91.42,7.42,Current,NY,646,Fixed,54.44,No,No
208864,2025-02,2016-03-24,229216,117038,62.12,3.28,Current,FL,642,HELOC,51.86,No,No
208865,2025-02,2019-10-18,44169,69577,86.8,8.02,30 Days,WA,520,HELOC,30.46,Yes,No
208866,2025-02,2021-06-05,199320,93103,76.68,5.56,Current,TX,687,HELOC,46.99,No,No
208867,2025-02,2015-02-20,124137,152874,79.53,8.18,Current,CA,634,Fixed,46.27,No,No
208868,2025-02,2017-10-22,242094,71923,66.95,4.89,Current,NY,776,Fixed,23.79,No,No
208869,2025-02,2017-01-23,126316,178783,63.71,8.33,Current,CA,795,Fixed,26.87,No,No
208870,2025-02,2021-08-26,190721,116157,75.63,4.02,Current,CA,515,HELOC,43.45,No,No
208871,2025-02,2015-01-10,175149,100854,85.18,4.64,Current,FL,585,Fixed,16.91,No,No
208872,2025-02,2020-07-06,15794,70549,73.97,4.03,60 Days,FL,779,HELOC,32.46,No,No
208873,2025-02,2022-02-22,52376,78705,81.51,6.9,Current,CA,752,Fixed,25.86,No,No
208874,2025-02,2015-02-22,199151,129588,99.15,6.59,Current,WA,564,Fixed,42.58,No,No
208875,2025-02,2016-05-09,57097,83112,92.02,4.58,Current,IL,719,Fixed,39.54,No,No
208876,2025-02,2020-12-21,211969,173119,86.26,8.69,Current,TX,591,Fixed,30.57,No,Yes
208877,2025-02,2016-08-23,19234,20959,86.84,4.34,Current,WA,707,HELOC,28.94,No,No
208878,2025-02,2017-02-15,112130,189453,88.63,7.39,Current,WA,798,Fixed,25.0,No,No
208879,2025-02,2015-03-23,109879,121343,99.33,8.94,Current,TX,804,HELOC,47.69,No,No
208880,2025-02,2015-12-12,85017,44732,51.71,3.97,Current,TX,819,Fixed,38.83,No,No
208881,2025-02,2021-12-27,146629,168596,52.0,6.24,Current,GA,780,HELOC,49.65,No,No
208882,2025-02,2021-04-16,193404,18901,66.72,8.18,Current,IL,613,HELOC,15.98,No,No
208883,2025-02,2023-09-08,106668,154668,87.44,8.48,Current,TX,506,Fixed,52.68,No,No
208884,2025-02,2020-05-26,140060,15924,61.83,5.38,30 Days,WA,760,Fixed,41.18,No,No
208885,2025-02,2021-07-26,164327,120105,55.83,8.18,Current,IL,794,HELOC,52.39,No,No
208886,2025-02,2015-09-16,212797,142572,65.16,3.78,Current,TX,772,HELOC,15.02,No,No
208887,2025-02,2021-08-14,225323,131175,84.84,6.74,Current,TX,795,Fixed,16.83,No,No
208888,2025-02,2022-08-22,37061,79564,73.84,5.76,Current,CA,679,Fixed,45.62,No,No
208889,2025-02,2018-08-13,36084,34495,96.23,4.58,Current,NY,537,HELOC,50.47,Yes,No
208890,2025-02,2017-12-11,78591,36252,72.53,7.25,Current,CA,650,HELOC,29.75,No,No
208891,2025-02,2021-01-12,67600,107181,69.99,8.19,30 Days,FL,829,Fixed,38.29,No,No
208892,2025-02,2019-05-12,153575,172028,99.89,3.35,60 Days,CA,823,HELOC,27.76,No,No
208893,2025-02,2023-10-20,100467,42495,91.37,5.63,Current,IL,788,HELOC,33.1,No,No
208894,2025-02,2019-05-09,76431,38073,99.33,7.72,Current,FL,769,HELOC,15.7,No,No
208895,2025-02,2022-07-13,49141,80496,68.08,3.11,Current,WA,634,Fixed,15.43,No,No
208896,2025-02,2023-03-06,73665,104596,73.54,5.95,30 Days,TX,693,HELOC,29.72,No,No
208897,2025-02,2023-09-30,140092,103640,59.83,3.93,Current,FL,512,Fixed,32.28,No,No
208898,2025-02,2017-01-25,80007,167117,93.67,5.9,Current,CA,615,HELOC,49.29,No,No
208899,2025-02,2021-09-06,228955,43648,68.75,6.04,Current,CA,649,HELOC,32.69,No,No
208900,2025-02,2015-09-12,96421,175967,57.14,4.08,Current,NY,694,Fixed,28.71,No,No
208901,2025-02,2023-06-15,47910,166389,76.05,3.96,Current,WA,570,Fixed,38.74,No,No
208902,2025-02,2017-08-07,81786,77708,50.61,8.15,Current,CA,525,HELOC,24.29,No,No
208903,2025-02,2020-02-14,150606,192472,67.51,6.41,Current,CA,612,HELOC,37.63,No,No
208904,2025-02,2019-01-18,226769,112509,89.47,8.98,Current,FL,634,HELOC,52.4,No,No
208905,2025-02,2016-10-25,70198,193756,77.66,8.34,Current,GA,816,HELOC,53.64,No,No
208906,2025-02,2022-11-14,140121,54004,91.78,5.35,Current,WA,659,HELOC,34.88,No,No
208907,2025-02,2022-01-04,211182,126406,76.07,6.4,Current,TX,609,Fixed,35.06,No,No
208908,2025-02,2021-10-09,230442,150824,61.6,6.4,Current,GA,836,HELOC,24.93,No,No
208909,2025-02,2015-02-02,98819,90375,60.57,7.33,Current,NY,652,Fixed,37.05,Yes,No
208910,2025-02,2018-10-21,18683,140882,86.92,8.71,Current,WA,666,HELOC,42.79,No,No
208911,2025-02,2022-01-18,105065,14412,88.35,7.3,Current,CA,506,HELOC,24.1,No,No
208912,2025-02,2020-11-11,51800,127292,58.92,7.67,Current,CA,584,HELOC,45.4,No,No
208913,2025-02,2018-03-03,184690,139536,59.03,3.31,Current,FL,510,HELOC,32.32,No,No
208914,2025-02,2015-08-16,140551,150902,62.15,4.8,60 Days,TX,575,Fixed,21.66,No,No
208915,2025-02,2016-03-04,233805,175219,71.31,3.94,Current,NY,714,HELOC,16.37,No,No
208916,2025-02,2022-09-25,63516,61221,51.18,6.23,Current,GA,673,Fixed,33.75,No,No
208917,2025-02,2022-03-02,79714,60044,55.06,3.96,Current,FL,839,HELOC,50.65,No,No
208918,2025-02,2017-06-18,168761,179847,87.27,8.72,Current,IL,575,Fixed,33.27,No,No
208919,2025-02,2018-07-12,243201,68543,65.23,6.69,30 Days,TX,597,HELOC,22.11,No,No
208920,2025-02,2018-01-13,151470,108415,77.57,8.98,Current,FL,650,HELOC,15.67,No,No
208921,2025-02,2021-01-21,82917,13590,76.07,3.79,Current,FL,729,HELOC,35.07,No,No
208922,2025-02,2017-01-17,239639,180044,83.81,7.52,Current,IL,842,HELOC,44.1,No,No
208923,2025-02,2023-01-09,180734,42046,79.86,8.72,Current,GA,677,Fixed,26.35,No,No
208924,2025-02,2016-04-28,86681,99523,89.08,4.95,Current,NY,678,HELOC,45.46,No,No
208925,2025-02,2021-05-08,43854,44740,50.31,3.86,Current,WA,798,HELOC,16.54,No,No
208926,2025-02,2019-05-08,95333,69292,71.11,8.28,Current,GA,733,HELOC,41.96,No,No
208927,2025-02,2019-06-02,40058,77910,60.32,3.83,Current,GA,751,Fixed,30.88,No,No
208928,2025-02,2018-08-26,58169,6216,51.75,6.45,Current,TX,532,HELOC,32.81,Yes,No
208929,2025-02,2020-09-16,30045,110186,70.56,4.83,Current,CA,603,HELOC,21.5,No,Yes
208930,2025-02,2023-01-29,66487,160451,96.29,8.85,Current,FL,761,Fixed,41.37,No,No
208931,2025-02,2015-09-19,76895,9229,96.56,7.8,Current,IL,776,HELOC,50.23,No,No
208932,2025-02,2020-12-06,204779,151690,66.7,8.72,Current,NY,589,Fixed,18.79,No,No
208933,2025-02,2021-08-06,234859,47708,56.22,3.64,Current,NY,649,HELOC,46.54,No,No
208934,2025-02,2018-01-14,105108,192024,66.81,5.38,Current,IL,527,HELOC,45.32,Yes,No
208935,2025-02,2020-07-17,168687,86446,95.87,5.65,Current,IL,782,HELOC,38.0,No,No
208936,2025-02,2015-01-10,80905,38552,95.94,4.32,Current,CA,718,Fixed,16.39,No,No
208937,2025-02,2018-12-13,141183,26377,92.54,8.57,Current,IL,739,Fixed,28.64,No,No
208938,2025-02,2020-11-24,79221,135510,59.01,5.0,Current,GA,719,HELOC,35.86,Yes,No
208939,2025-02,2023-09-11,101900,48014,88.22,7.43,30 Days,CA,709,Fixed,17.36,No,No
208940,2025-02,2019-12-24,26645,30189,88.87,6.41,Current,IL,769,Fixed,46.16,No,Yes
208941,2025-02,2023-12-31,26316,111291,70.9,6.25,Current,FL,784,HELOC,22.15,No,No
208942,2025-02,2021-01-08,249369,130553,80.86,7.49,Current,NY,815,HELOC,48.64,No,No
208943,2025-02,2020-04-27,90251,86980,57.62,5.56,Current,GA,598,HELOC,42.25,No,No
208944,2025-02,2016-03-15,162085,11876,59.17,4.5,Current,IL,616,HELOC,44.24,No,No
208945,2025-02,2016-02-17,24982,8150,70.21,5.44,Current,TX,822,HELOC,44.85,No,No
208946,2025-02,2021-11-08,202524,155310,97.5,7.72,Current,CA,694,HELOC,21.64,No,No
208947,2025-02,2020-11-17,173648,79813,78.91,5.6,Current,CA,512,HELOC,51.77,No,Yes
208948,2025-02,2015-05-03,238806,74590,83.71,4.08,Current,CA,695,Fixed,43.9,No,No
208949,2025-02,2017-07-14,102088,96824,78.02,7.62,Current,TX,680,Fixed,49.42,No,No
208950,2025-02,2019-08-09,239000,37907,62.55,4.79,Current,NY,740,HELOC,18.11,No,No
208951,2025-02,2016-01-18,134404,184827,57.77,7.43,Current,NY,779,Fixed,31.31,No,No
208952,2025-02,2022-01-14,82372,69422,57.09,7.6,Current,FL,783,HELOC,54.81,No,No
208953,2025-02,2015-03-07,31507,19871,96.06,6.46,Current,CA,573,Fixed,51.56,No,No
208954,2025-02,2018-04-08,58716,147627,65.23,4.34,Current,TX,641,Fixed,53.93,No,No
208955,2025-02,2015-12-23,65372,149951,54.44,4.91,Current,TX,621,Fixed,52.47,No,No
208956,2025-02,2015-10-14,79609,87172,85.61,3.45,30 Days,WA,780,Fixed,51.02,Yes,No
208957,2025-02,2021-09-27,128689,26376,81.39,3.8,Current,IL,824,Fixed,25.67,No,No
208958,2025-02,2018-05-08,34430,28519,81.04,6.94,Current,GA,635,HELOC,53.31,No,No
208959,2025-02,2017-10-30,164979,199234,98.65,3.61,Current,WA,625,HELOC,20.4,No,No
208960,2025-02,2016-05-12,225729,42401,66.27,7.79,30 Days,CA,727,Fixed,26.43,No,No
208961,2025-02,2022-02-10,38240,114333,88.05,3.34,Current,GA,595,HELOC,50.19,No,No
208962,2025-02,2019-07-30,83905,162302,74.04,7.6,Current,IL,608,HELOC,51.42,No,No
208963,2025-02,2018-12-17,49729,179847,66.86,8.75,Current,IL,669,Fixed,33.58,No,No
208964,2025-02,2023-04-09,193672,110760,65.1,6.69,Current,FL,523,HELOC,27.27,No,No
208965,2025-02,2020-06-02,25902,32736,81.52,8.96,Current,IL,730,HELOC,44.65,No,No
208966,2025-02,2017-04-14,215482,121578,81.66,6.99,Current,CA,549,Fixed,24.85,No,No
208967,2025-02,2021-09-28,165479,102623,58.3,4.43,Current,NY,706,Fixed,42.04,No,No
208968,2025-02,2018-08-01,68651,25587,95.97,5.44,Current,WA,770,Fixed,30.56,No,No
208969,2025-02,2019-02-03,39816,181481,63.99,8.33,Current,CA,830,HELOC,30.92,No,No
208970,2025-02,2017-06-25,210178,35568,64.12,8.49,Current,CA,619,Fixed,37.19,No,No
208971,2025-02,2017-06-19,226768,190286,67.32,8.68,Current,TX,555,Fixed,45.87,No,No
208972,2025-02,2021-06-21,98171,130655,86.45,8.26,30 Days,CA,761,HELOC,23.96,No,No
208973,2025-02,2020-03-30,124163,97813,82.1,4.02,30 Days,TX,613,HELOC,48.21,No,No
208974,2025-02,2017-12-20,28286,181263,94.65,7.91,Current,WA,771,HELOC,21.47,No,No
208975,2025-02,2021-08-18,19237,155907,52.56,4.3,Current,FL,639,Fixed,29.47,No,No
208976,2025-02,2021-08-25,15988,186734,81.38,8.06,Current,TX,631,HELOC,17.47,No,No
208977,2025-02,2017-08-23,170468,186654,63.8,5.55,Current,IL,517,Fixed,45.45,No,No
208978,2025-02,2015-01-05,56887,193198,65.02,7.31,Current,CA,502,Fixed,39.13,No,No
208979,2025-02,2015-10-22,137372,66408,80.93,3.53,Current,CA,759,HELOC,50.05,No,No
208980,2025-02,2018-08-26,222215,13915,62.96,5.36,Current,TX,521,Fixed,22.29,No,No
208981,2025-02,2019-11-27,129488,28324,71.36,6.69,Current,NY,522,HELOC,54.15,Yes,No
208982,2025-02,2016-10-23,133523,139943,64.23,3.93,Current,FL,630,Fixed,43.1,No,No
208983,2025-02,2020-02-14,31766,30109,88.71,3.09,Current,CA,603,Fixed,16.13,No,No
208984,2025-02,2016-12-06,124819,124971,69.14,5.93,Current,IL,703,Fixed,15.06,No,No
208985,2025-02,2023-12-27,208618,150120,76.3,3.01,Current,TX,655,Fixed,52.71,No,No
208986,2025-02,2018-07-19,55644,170603,58.54,6.44,Current,GA,518,Fixed,17.43,Yes,No
208987,2025-02,2017-07-04,18075,123801,82.63,8.47,Current,IL,548,HELOC,22.35,No,No
208988,2025-02,2018-11-12,74856,45225,98.25,3.46,Current,WA,735,HELOC,49.92,No,No
208989,2025-02,2020-01-25,117445,125422,67.24,5.84,Current,GA,733,Fixed,48.07,Yes,No
208990,2025-02,2017-10-08,83052,137056,83.63,6.95,Current,TX,644,Fixed,33.42,No,No
208991,2025-02,2019-10-10,247007,166789,78.95,7.42,Current,FL,758,Fixed,52.14,No,No
208992,2025-02,2018-07-12,26545,115095,51.5,4.54,Current,CA,762,Fixed,25.21,No,No
208993,2025-02,2022-04-14,33836,198515,87.73,3.13,Current,WA,672,HELOC,20.5,No,No
208994,2025-02,2022-04-22,202227,111628,91.21,3.6,Current,GA,642,Fixed,43.13,No,No
208995,2025-02,2022-05-10,62409,102131,97.7,4.13,Current,TX,775,HELOC,52.3,No,No
208996,2025-02,2023-11-16,222239,135865,56.13,5.15,Current,NY,742,HELOC,16.7,No,No
208997,2025-02,2018-06-05,39649,165880,79.46,7.98,Current,CA,828,Fixed,35.06,No,No
208998,2025-02,2017-11-25,113477,20494,62.5,7.68,Current,TX,637,HELOC,15.27,No,No
208999,2025-02,2015-07-16,83380,141326,99.93,8.79,Current,WA,587,Fixed,38.36,No,No
209000,2025-02,2016-04-25,212868,14492,85.66,5.68,Current,WA,608,Fixed,41.69,No,No
209001,2025-02,2019-07-02,249943,168036,93.4,7.53,60 Days,TX,605,HELOC,46.81,No,No
209002,2025-02,2018-12-03,91806,152093,56.17,6.27,Current,CA,588,HELOC,49.75,No,No
209003,2025-02,2019-09-29,238110,128023,87.88,7.11,60 Days,NY,787,HELOC,47.64,No,Yes
209004,2025-02,2020-02-17,153269,40375,54.85,8.92,Current,FL,518,HELOC,36.03,No,No
209005,2025-02,2017-03-24,211467,37076,59.41,7.91,Current,TX,645,Fixed,16.48,No,No
209006,2025-02,2018-04-13,205577,19772,68.51,3.19,Current,WA,634,Fixed,52.49,No,No
209007,2025-02,2023-03-30,72234,79703,75.89,3.59,60 Days,GA,816,Fixed,40.84,No,No
209008,2025-02,2018-03-09,178989,63711,52.6,7.74,Current,NY,639,Fixed,35.76,No,No
209009,2025-02,2023-09-10,109571,141983,88.56,5.61,Current,FL,749,HELOC,36.05,Yes,Yes
209010,2025-02,2022-12-11,236797,86491,82.55,8.72,Current,WA,651,Fixed,32.85,No,No
209011,2025-02,2021-01-05,240421,91937,89.09,7.75,60 Days,WA,658,Fixed,42.82,No,No
209012,2025-02,2017-05-30,81851,131749,63.93,7.09,Current,CA,644,Fixed,29.41,No,No
209013,2025-02,2017-11-28,150186,191650,59.28,4.16,Current,NY,594,Fixed,45.11,No,No
209014,2025-02,2023-11-03,114345,57431,52.12,5.03,Current,FL,664,Fixed,16.16,No,No
209015,2025-02,2023-02-23,204198,143380,74.54,4.88,Current,CA,715,Fixed,48.14,No,No
209016,2025-02,2018-08-29,207058,66116,85.71,8.87,30 Days,IL,757,HELOC,45.42,No,No
209017,2025-02,2021-06-23,138393,118471,60.67,5.1,Current,GA,676,HELOC,25.96,No,No
209018,2025-02,2022-01-14,233187,59203,61.19,3.56,Current,GA,524,HELOC,31.15,No,No
209019,2025-02,2016-05-05,56882,50678,59.45,8.12,Current,NY,742,Fixed,19.87,No,No
209020,2025-02,2020-12-06,138765,89945,51.18,3.65,Current,FL,790,Fixed,32.59,No,No
209021,2025-02,2019-05-14,115726,180730,86.53,4.82,Current,GA,521,HELOC,54.9,No,No
209022,2025-02,2022-12-22,144593,187995,74.15,8.84,Current,GA,776,HELOC,37.98,No,No
209023,2025-02,2019-02-09,24858,57035,95.86,6.68,Current,WA,553,Fixed,40.0,No,No
209024,2025-02,2015-08-12,74151,88309,99.51,6.05,Current,NY,752,Fixed,54.96,No,No
209025,2025-02,2017-09-12,131137,118868,85.1,6.58,Current,WA,644,Fixed,53.0,No,No
209026,2025-02,2017-09-14,86083,168893,85.55,7.67,60 Days,FL,568,Fixed,26.29,No,Yes
209027,2025-02,2015-11-30,202217,163213,97.5,4.43,Current,NY,596,Fixed,25.05,No,No
209028,2025-02,2015-02-21,89218,17954,64.17,3.55,Current,IL,789,Fixed,48.88,No,No
209029,2025-02,2018-03-21,125272,27409,90.32,7.03,Current,TX,761,Fixed,41.67,No,No
209030,2025-02,2020-11-23,107354,144540,61.66,7.01,Current,GA,777,HELOC,22.55,No,No
209031,2025-02,2019-09-21,135156,12370,68.02,8.5,Current,IL,535,HELOC,21.89,No,No
209032,2025-02,2018-06-19,18358,73019,94.55,8.96,Current,GA,512,Fixed,37.19,No,No
