Account Number,Reporting Period,Origination Date,Loan Amount,LTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Purpose,DTI Ratio,Loan Modification,Charge-Off Status
107466,2025-02,2022-10-06,665485,65.74,7.7,Current,WA,825,Purchase,13.92,No,No
107467,2025-02,2021-03-08,504407,83.19,3.05,Current,WA,638,Cash-Out Refinance,20.64,No,No
107468,2025-02,2022-06-04,986831,61.57,6.34,30 Days,TX,690,Refinance,34.08,No,No
107469,2025-02,2019-07-22,308084,78.72,6.14,Current,GA,823,Purchase,27.9,No,No
107470,2025-02,2015-12-20,144094,52.36,4.22,Current,TX,746,Purchase,28.04,No,No
107471,2025-02,2017-04-02,726521,52.02,6.29,Current,WA,814,Purchase,48.01,No,No
107472,2025-02,2023-09-04,842193,64.15,4.77,Current,TX,764,Cash-Out Refinance,29.79,No,No
107473,2025-02,2018-09-14,56711,73.75,7.28,Current,FL,758,Cash-Out Refinance,45.77,No,No
107474,2025-02,2018-03-08,245181,65.88,7.41,Current,GA,707,Refinance,27.59,No,No
107475,2025-02,2019-07-24,505334,90.85,3.24,Current,TX,516,Cash-Out Refinance,29.24,No,No
107476,2025-02,2018-01-23,242459,94.11,2.95,Current,CA,790,Purchase,26.96,No,No
107477,2025-02,2015-01-03,670096,84.67,8.37,60 Days,WA,696,Purchase,42.97,No,No
107478,2025-02,2022-10-29,909005,89.11,3.1,30 Days,WA,622,Cash-Out Refinance,34.4,No,No
107479,2025-02,2020-02-20,356464,58.01,5.95,Current,WA,578,Refinance,16.23,No,No
107480,2025-02,2018-12-26,699837,61.0,6.39,Current,WA,696,Cash-Out Refinance,34.15,No,No
107481,2025-02,2022-03-21,262824,74.86,4.54,Current,TX,738,Purchase,20.38,Yes,No
107482,2025-02,2019-10-25,316040,84.33,5.69,Current,IL,661,Refinance,44.5,No,No
107483,2025-02,2021-02-03,254643,72.48,3.06,Current,WA,780,Cash-Out Refinance,25.91,No,No
107484,2025-02,2020-06-11,968614,94.47,3.53,Current,GA,692,Refinance,14.5,No,No
107485,2025-02,2021-10-13,484427,88.42,7.81,Current,WA,783,Cash-Out Refinance,35.8,No,No
107486,2025-02,2015-09-19,606663,77.47,4.6,Current,TX,780,Refinance,25.09,No,No
107487,2025-02,2016-02-02,985992,73.3,3.55,Current,TX,588,Purchase,27.44,No,No
107488,2025-02,2017-05-16,641489,96.14,7.25,Current,WA,590,Purchase,38.89,No,No
107489,2025-02,2022-02-18,692279,94.51,2.56,Current,NY,568,Purchase,15.14,No,No
107490,2025-02,2016-06-29,358942,98.51,7.43,Current,NY,789,Cash-Out Refinance,27.82,Yes,No
107491,2025-02,2021-04-30,775763,95.34,8.0,Current,GA,769,Purchase,37.29,No,No
107492,2025-02,2015-07-23,961534,84.99,2.64,Current,FL,746,Cash-Out Refinance,42.46,No,No
107493,2025-02,2022-09-26,973886,60.19,6.84,Current,CA,720,Cash-Out Refinance,41.18,No,No
107494,2025-02,2018-08-05,138797,62.45,6.52,Current,WA,820,Cash-Out Refinance,25.98,No,No
107495,2025-02,2019-08-21,994656,56.37,7.03,Current,IL,733,Refinance,18.82,No,No
107496,2025-02,2022-02-17,884048,58.93,6.3,Current,WA,552,Cash-Out Refinance,32.3,No,No
107497,2025-02,2023-11-05,972235,61.7,6.48,Current,TX,743,Refinance,15.02,No,No
107498,2025-02,2016-09-29,274603,92.94,4.06,Current,NY,760,Refinance,39.46,No,No
107499,2025-02,2023-09-09,312503,66.37,3.82,Current,CA,557,Purchase,42.45,No,No
107500,2025-02,2021-11-04,69971,56.9,6.26,Current,WA,515,Purchase,12.95,No,No
107501,2025-02,2023-08-16,358311,79.13,3.94,Current,CA,782,Refinance,45.26,No,No
107502,2025-02,2015-11-11,82358,96.51,5.73,Current,CA,837,Purchase,37.69,No,No
107503,2025-02,2023-07-11,762655,65.19,5.96,Current,GA,791,Purchase,43.05,No,No
107504,2025-02,2016-06-22,970435,93.45,3.08,30 Days,CA,777,Purchase,39.79,No,No
107505,2025-02,2023-02-25,900252,76.28,6.9,Current,WA,732,Refinance,30.13,No,No
107506,2025-02,2021-09-30,417191,51.27,8.21,Current,GA,603,Cash-Out Refinance,27.03,No,No
107507,2025-02,2023-02-17,253764,65.59,3.52,Current,TX,543,Refinance,42.88,No,No
107508,2025-02,2018-03-11,247558,98.81,8.0,Current,WA,554,Purchase,46.11,No,No
107509,2025-02,2018-07-17,927526,62.62,3.82,Current,TX,832,Purchase,30.39,No,No
107510,2025-02,2019-11-01,193225,82.02,6.41,Current,CA,828,Purchase,25.74,No,No
107511,2025-02,2019-01-31,967097,51.13,6.19,Current,FL,819,Purchase,20.37,No,No
107512,2025-02,2022-04-06,723167,53.41,5.32,Current,TX,645,Purchase,46.14,No,No
107513,2025-02,2018-02-27,978512,66.67,5.64,Current,WA,703,Purchase,33.8,No,No
107514,2025-02,2023-09-24,114564,54.58,5.89,Current,CA,540,Purchase,27.71,No,No
107515,2025-02,2016-08-17,226119,91.84,5.89,Current,GA,542,Purchase,48.61,No,No
107516,2025-02,2017-06-24,382778,77.4,5.99,Current,WA,788,Cash-Out Refinance,26.99,No,No
107517,2025-02,2015-02-19,845684,92.61,7.36,Current,FL,729,Purchase,27.44,No,No
107518,2025-02,2020-10-09,777167,61.78,2.76,Current,IL,668,Cash-Out Refinance,24.27,No,No
107519,2025-02,2022-03-22,827411,56.92,8.03,30 Days,WA,564,Purchase,45.18,No,No
107520,2025-02,2015-09-15,664516,90.03,3.03,Current,GA,807,Cash-Out Refinance,38.42,No,No
107521,2025-02,2022-08-04,755051,75.52,4.86,Current,NY,548,Cash-Out Refinance,48.89,Yes,No
107522,2025-02,2016-01-12,118660,96.34,8.09,Current,TX,518,Cash-Out Refinance,44.73,No,No
107523,2025-02,2018-06-28,767599,51.82,4.85,Current,GA,830,Cash-Out Refinance,29.73,No,No
107524,2025-02,2015-07-14,735619,59.32,4.89,Current,WA,531,Purchase,44.96,No,No
107525,2025-02,2020-03-06,109102,74.18,8.5,Current,CA,848,Refinance,46.45,No,No
107526,2025-02,2016-06-25,626848,97.93,5.87,Current,GA,766,Refinance,20.82,No,No
107527,2025-02,2023-09-14,367524,54.54,4.34,Current,CA,799,Refinance,38.96,No,No
107528,2025-02,2022-05-20,470150,99.38,8.37,60 Days,NY,807,Cash-Out Refinance,19.76,No,No
107529,2025-02,2022-06-10,385741,68.87,3.42,Current,GA,518,Refinance,48.08,No,Yes
107530,2025-02,2023-07-10,937576,69.1,6.0,Current,FL,700,Cash-Out Refinance,26.49,No,No
107531,2025-02,2016-02-17,401785,80.83,2.9,30 Days,FL,702,Purchase,36.69,Yes,No
107532,2025-02,2017-04-30,967002,53.09,3.26,Current,NY,607,Cash-Out Refinance,25.31,No,No
107533,2025-02,2015-03-13,243370,98.54,6.55,Current,IL,751,Purchase,47.66,No,No
107534,2025-02,2016-10-31,576004,67.86,5.62,Current,GA,797,Purchase,23.26,No,No
107535,2025-02,2015-06-05,681924,61.61,3.0,Current,CA,511,Refinance,34.57,No,No
107536,2025-02,2019-04-20,703512,69.32,7.14,Current,WA,649,Refinance,17.52,No,No
107537,2025-02,2020-09-07,457029,62.25,3.49,Current,NY,522,Purchase,40.0,No,No
107538,2025-02,2019-06-19,510094,76.46,6.11,Current,TX,588,Refinance,23.62,No,No
107539,2025-02,2017-05-13,138183,50.53,4.73,Current,CA,501,Purchase,26.99,No,No
107540,2025-02,2019-10-03,517748,97.29,3.55,Current,WA,648,Purchase,15.16,No,No
107541,2025-02,2019-06-07,407272,97.0,6.55,90+ Days,IL,698,Purchase,47.69,No,No
107542,2025-02,2019-11-12,425676,63.64,6.61,Current,CA,783,Refinance,24.69,No,No
107543,2025-02,2016-06-04,881051,62.65,5.36,30 Days,WA,643,Cash-Out Refinance,30.22,No,No
107544,2025-02,2017-10-20,405535,60.63,5.36,Current,TX,580,Refinance,14.46,No,No
107545,2025-02,2018-03-19,235773,69.13,7.89,Current,NY,533,Cash-Out Refinance,12.06,No,No
107546,2025-02,2017-03-13,643081,86.39,6.77,Current,CA,518,Cash-Out Refinance,32.47,No,No
107547,2025-02,2015-03-03,479273,94.36,5.29,Current,GA,505,Cash-Out Refinance,38.54,No,No
107548,2025-02,2016-04-28,953502,85.54,5.4,30 Days,NY,690,Refinance,20.94,No,No
107549,2025-02,2016-05-13,345619,98.64,7.33,Current,CA,725,Cash-Out Refinance,49.45,No,No
107550,2025-02,2016-05-20,527887,93.64,6.41,Current,GA,716,Refinance,48.11,No,No
107551,2025-02,2022-12-07,81975,70.84,5.02,Current,FL,562,Refinance,27.09,No,No
107552,2025-02,2017-01-02,268617,69.23,4.19,Current,NY,841,Refinance,34.45,No,No
107553,2025-02,2017-11-05,380202,73.14,4.91,60 Days,TX,520,Refinance,34.22,No,No
107554,2025-02,2020-02-09,223069,50.07,6.92,Current,CA,819,Cash-Out Refinance,37.4,No,No
107555,2025-02,2020-01-12,826156,85.5,3.65,Current,NY,840,Purchase,32.24,No,No
107556,2025-02,2017-10-15,369797,97.48,8.28,Current,TX,687,Cash-Out Refinance,16.04,No,Yes
107557,2025-02,2021-04-13,76706,79.79,7.94,Current,FL,645,Purchase,16.9,No,No
107558,2025-02,2018-05-19,580555,51.51,6.67,Current,FL,508,Purchase,30.95,No,No
107559,2025-02,2016-11-29,777547,89.99,2.77,30 Days,WA,760,Purchase,32.87,No,No
107560,2025-02,2019-08-09,899431,77.31,6.13,Current,FL,712,Refinance,41.07,No,No
107561,2025-02,2022-06-26,812607,88.78,2.97,Current,IL,815,Purchase,14.61,No,No
107562,2025-02,2023-09-02,517220,78.15,6.5,Current,GA,542,Refinance,33.23,No,No
107563,2025-02,2021-05-12,620527,57.84,6.21,Current,TX,591,Purchase,32.82,No,No
107564,2025-02,2018-09-14,122769,50.77,5.52,Current,IL,648,Purchase,10.45,No,No
107565,2025-02,2015-03-18,937756,65.29,3.52,30 Days,FL,552,Refinance,27.08,No,No
107566,2025-02,2016-07-28,997874,61.45,8.04,Current,FL,629,Purchase,38.54,No,No
107567,2025-02,2016-09-26,143530,59.97,6.55,Current,GA,631,Purchase,13.32,No,No
107568,2025-02,2020-08-05,589695,73.57,6.6,30 Days,WA,790,Purchase,14.86,No,No
107569,2025-02,2022-12-17,943302,78.37,4.66,Current,FL,758,Purchase,29.59,No,No
107570,2025-02,2018-08-14,296255,57.27,4.6,Current,CA,718,Cash-Out Refinance,43.6,No,No
107571,2025-02,2019-08-28,365261,66.36,4.11,Current,NY,785,Refinance,17.58,No,No
107572,2025-02,2017-04-29,312056,63.71,3.98,30 Days,GA,743,Refinance,24.52,No,No
107573,2025-02,2016-11-11,573868,94.62,4.86,Current,TX,702,Refinance,16.93,No,No
107574,2025-02,2017-12-11,258017,89.78,6.02,30 Days,WA,526,Purchase,33.06,No,No
107575,2025-02,2023-02-18,289325,85.28,4.65,Current,WA,510,Purchase,39.31,No,No
107576,2025-02,2019-09-06,601851,82.85,3.79,Current,TX,703,Purchase,13.38,No,No
107577,2025-02,2016-12-16,765806,96.77,7.25,Current,NY,688,Cash-Out Refinance,21.97,No,No
107578,2025-02,2015-05-01,316532,72.23,5.44,Current,NY,739,Refinance,36.92,No,No
107579,2025-02,2018-08-01,892040,84.97,4.68,Current,TX,753,Cash-Out Refinance,12.18,No,No
107580,2025-02,2020-08-17,302892,79.96,5.35,Current,WA,648,Refinance,16.62,No,No
107581,2025-02,2021-10-28,767638,62.51,5.73,Current,IL,534,Refinance,47.35,No,No
107582,2025-02,2021-03-09,370572,89.25,2.69,Current,CA,553,Cash-Out Refinance,18.89,No,No
107583,2025-02,2020-01-12,63460,98.3,3.78,Current,TX,619,Refinance,41.3,No,No
107584,2025-02,2015-05-27,516721,77.91,3.36,Current,GA,849,Refinance,18.31,Yes,No
107585,2025-02,2016-06-06,546059,50.44,7.3,Current,IL,708,Cash-Out Refinance,46.28,No,No
107586,2025-02,2015-11-01,737795,85.25,3.95,Current,TX,706,Purchase,46.67,No,No
107587,2025-02,2019-06-24,363957,72.03,7.51,Current,TX,544,Cash-Out Refinance,47.76,No,No
107588,2025-02,2016-08-15,119885,57.74,2.76,Current,FL,834,Cash-Out Refinance,39.63,No,No
107589,2025-02,2016-08-28,81986,78.71,7.85,Current,GA,625,Cash-Out Refinance,28.25,No,No
107590,2025-02,2018-11-17,666777,54.18,2.57,Current,GA,665,Refinance,26.44,No,No
107591,2025-02,2016-11-01,963064,97.26,3.93,Current,TX,846,Cash-Out Refinance,11.52,No,No
107592,2025-02,2016-07-01,695690,74.22,7.23,Current,IL,713,Purchase,46.56,No,No
107593,2025-02,2019-04-12,788384,55.55,7.26,Current,WA,523,Refinance,44.0,No,No
107594,2025-02,2019-04-29,926858,89.57,5.16,Current,TX,615,Cash-Out Refinance,35.28,No,No
107595,2025-02,2022-05-16,202893,51.86,4.57,Current,GA,711,Refinance,27.63,No,No
107596,2025-02,2023-05-04,171378,84.28,2.85,Current,WA,795,Refinance,39.58,No,No
107597,2025-02,2016-04-28,964286,66.28,6.09,Current,WA,713,Cash-Out Refinance,12.97,No,No
107598,2025-02,2022-02-13,457735,81.57,6.06,Current,FL,714,Cash-Out Refinance,16.34,No,Yes
107599,2025-02,2019-01-12,747843,70.28,6.84,Current,GA,603,Refinance,20.52,No,No
107600,2025-02,2023-06-26,540576,63.25,6.19,Current,CA,528,Purchase,18.63,No,No
107601,2025-02,2019-12-11,780966,60.3,5.7,Current,IL,643,Purchase,31.65,No,No
107602,2025-02,2020-04-25,681483,56.62,5.67,Current,WA,815,Refinance,22.55,No,No
107603,2025-02,2023-08-29,507611,98.72,7.23,Current,WA,584,Refinance,42.16,No,No
107604,2025-02,2021-05-20,743614,84.41,6.07,90+ Days,TX,544,Refinance,23.78,No,No
107605,2025-02,2015-10-11,954900,61.98,7.75,30 Days,TX,538,Cash-Out Refinance,17.36,No,No
107606,2025-02,2022-03-31,612995,85.42,5.37,Current,WA,503,Purchase,33.97,No,No
107607,2025-02,2021-02-28,324278,61.3,4.88,Current,FL,741,Refinance,21.82,No,No
107608,2025-02,2023-12-13,785638,60.75,5.02,Current,CA,769,Purchase,22.96,No,No
107609,2025-02,2020-09-04,124378,88.49,3.61,Current,CA,553,Refinance,23.42,No,No
107610,2025-02,2017-02-22,845965,93.01,4.98,Current,TX,791,Refinance,42.68,No,No
107611,2025-02,2019-11-13,497184,68.38,3.94,Current,NY,544,Purchase,17.9,No,No
107612,2025-02,2022-07-07,589021,82.29,4.45,Current,FL,798,Refinance,10.6,No,No
107613,2025-02,2017-05-08,730101,94.75,5.41,Current,CA,543,Refinance,13.19,No,No
107614,2025-02,2016-11-27,494380,55.31,6.18,Current,IL,508,Cash-Out Refinance,31.42,No,No
107615,2025-02,2023-02-21,785948,81.83,5.21,Current,GA,524,Refinance,20.21,No,No
107616,2025-02,2015-10-03,577701,89.18,8.49,Current,FL,554,Cash-Out Refinance,21.26,No,No
107617,2025-02,2021-08-03,458872,53.64,3.78,Current,NY,557,Refinance,39.64,No,No
107618,2025-02,2017-03-10,682002,71.85,6.73,Current,FL,753,Purchase,44.25,No,No
107619,2025-02,2017-04-14,124243,59.51,7.51,Current,TX,676,Refinance,24.01,No,Yes
107620,2025-02,2018-06-23,192715,51.78,6.63,Current,IL,753,Cash-Out Refinance,39.58,No,No
107621,2025-02,2023-01-17,226472,65.46,4.87,Current,CA,828,Refinance,45.46,Yes,No
107622,2025-02,2017-08-03,51748,75.36,6.03,Current,FL,556,Refinance,46.84,No,No
107623,2025-02,2016-06-18,490659,59.95,2.52,Current,TX,652,Refinance,29.91,No,No
107624,2025-02,2017-09-28,157480,75.15,2.74,Current,TX,784,Cash-Out Refinance,19.78,No,No
107625,2025-02,2020-10-10,728464,82.28,7.01,Current,WA,608,Refinance,45.04,No,No
107626,2025-02,2023-08-20,933750,64.38,7.54,Current,WA,690,Cash-Out Refinance,14.33,No,No
107627,2025-02,2019-09-05,67217,82.66,5.94,Current,TX,517,Refinance,29.45,No,No
107628,2025-02,2016-11-22,328911,83.06,6.2,Current,CA,647,Refinance,33.84,Yes,No
107629,2025-02,2017-03-28,378580,88.68,5.0,Current,TX,628,Refinance,12.14,No,No
107630,2025-02,2015-07-18,124676,52.23,3.36,60 Days,NY,537,Purchase,45.57,No,No
107631,2025-02,2015-02-13,296785,52.21,7.48,Current,GA,787,Refinance,28.61,No,No
107632,2025-02,2015-09-18,329138,71.17,3.57,Current,WA,603,Purchase,13.6,No,No
107633,2025-02,2018-08-07,81835,89.84,2.94,Current,WA,643,Refinance,39.4,No,No
107634,2025-02,2018-12-16,816838,95.36,7.29,Current,WA,779,Refinance,38.59,No,No
107635,2025-02,2022-10-18,625239,94.27,3.88,Current,WA,717,Refinance,12.48,No,No
107636,2025-02,2019-08-28,280689,91.03,2.87,Current,IL,574,Cash-Out Refinance,22.11,No,No
107637,2025-02,2018-03-18,926545,63.68,7.49,60 Days,FL,659,Cash-Out Refinance,19.29,No,No
107638,2025-02,2023-06-24,661813,85.47,5.41,Current,IL,828,Purchase,23.46,No,No
107639,2025-02,2020-01-26,113386,75.34,3.0,30 Days,GA,705,Purchase,20.72,No,No
107640,2025-02,2019-02-11,371643,60.75,3.51,Current,FL,803,Cash-Out Refinance,46.22,No,No
107641,2025-02,2020-04-29,104454,98.99,6.62,Current,TX,557,Purchase,40.22,Yes,No
107642,2025-02,2021-02-13,329287,64.42,8.29,Current,FL,568,Cash-Out Refinance,23.07,No,No
107643,2025-02,2021-01-23,826850,54.58,6.48,Current,CA,675,Refinance,20.47,No,No
107644,2025-02,2018-11-08,654348,51.38,3.31,Current,GA,840,Cash-Out Refinance,48.77,No,No
107645,2025-02,2023-12-19,628447,63.44,7.24,30 Days,WA,773,Cash-Out Refinance,10.97,No,No
107646,2025-02,2022-10-22,348674,83.94,7.27,Current,TX,597,Purchase,25.86,No,Yes
107647,2025-02,2016-05-07,536169,77.44,6.56,90+ Days,NY,829,Purchase,18.28,No,No
107648,2025-02,2016-03-17,292061,99.86,2.99,30 Days,GA,502,Cash-Out Refinance,15.92,No,No
107649,2025-02,2022-02-18,212821,79.46,5.49,Current,GA,638,Purchase,22.02,No,No
107650,2025-02,2022-04-30,765738,74.81,4.15,Current,FL,770,Cash-Out Refinance,43.41,Yes,No
107651,2025-02,2017-07-19,724689,88.42,6.21,Current,WA,541,Purchase,20.35,No,No
107652,2025-02,2017-03-07,716958,90.51,3.23,Current,IL,675,Purchase,46.51,No,No
107653,2025-02,2021-07-30,546479,91.1,2.76,Current,FL,784,Refinance,36.35,No,No
107654,2025-02,2021-12-25,908624,51.14,3.16,Current,FL,569,Cash-Out Refinance,20.78,No,No
107655,2025-02,2018-04-10,410268,98.89,6.75,Current,GA,750,Cash-Out Refinance,10.77,No,No
107656,2025-02,2023-09-06,555906,80.84,7.56,Current,FL,794,Cash-Out Refinance,43.05,No,No
107657,2025-02,2021-06-19,852010,83.21,6.7,Current,CA,505,Refinance,41.11,No,No
107658,2025-02,2019-07-11,606176,85.31,2.69,Current,TX,665,Purchase,12.44,No,No
107659,2025-02,2022-09-16,71886,55.63,4.23,Current,GA,709,Cash-Out Refinance,36.54,No,No
107660,2025-02,2016-05-31,222430,66.88,3.71,Current,CA,618,Refinance,48.81,No,No
107661,2025-02,2015-11-07,784793,93.8,7.38,Current,GA,751,Purchase,19.19,No,No
107662,2025-02,2016-04-29,642081,78.43,6.51,Current,GA,697,Refinance,18.57,No,No
107663,2025-02,2021-09-24,412654,50.56,7.57,Current,NY,833,Cash-Out Refinance,40.03,No,No
107664,2025-02,2020-11-02,284473,69.51,7.59,Current,CA,673,Cash-Out Refinance,41.29,No,No
107665,2025-02,2016-04-23,781376,73.68,4.1,Current,CA,587,Cash-Out Refinance,31.98,No,No
107666,2025-02,2021-09-16,302439,60.83,7.45,Current,WA,629,Refinance,19.98,No,No
107667,2025-02,2023-03-22,275711,84.36,3.56,90+ Days,TX,631,Purchase,24.49,No,No
107668,2025-02,2019-09-25,907206,89.26,7.31,Current,IL,680,Refinance,27.81,No,No
107669,2025-02,2023-04-05,386068,63.45,5.68,Current,TX,538,Refinance,15.47,No,No
107670,2025-02,2017-08-13,656521,58.36,2.85,Current,TX,723,Refinance,13.08,Yes,No
107671,2025-02,2022-04-26,525863,75.55,5.16,Current,NY,726,Refinance,35.82,No,No
107672,2025-02,2018-12-27,373678,69.18,7.56,Current,CA,756,Cash-Out Refinance,41.39,No,No
107673,2025-02,2015-01-26,921413,69.52,4.78,Current,NY,750,Refinance,12.72,No,No
107674,2025-02,2023-06-14,911154,89.74,2.68,30 Days,FL,758,Refinance,25.13,No,No
107675,2025-02,2023-07-03,833016,57.52,2.52,Current,FL,609,Cash-Out Refinance,30.38,No,No
107676,2025-02,2019-06-17,896943,64.76,7.35,Current,TX,663,Refinance,29.44,No,No
107677,2025-02,2018-02-20,489218,99.94,3.55,Current,CA,578,Cash-Out Refinance,41.16,No,No
107678,2025-02,2018-02-28,72799,88.84,5.62,Current,FL,815,Purchase,27.03,No,No
107679,2025-02,2019-04-07,707951,80.07,5.38,Current,FL,802,Refinance,21.99,No,No
107680,2025-02,2016-06-13,592045,76.62,3.44,Current,WA,758,Cash-Out Refinance,39.8,No,No
107681,2025-02,2021-04-15,126022,71.19,7.24,Current,IL,556,Cash-Out Refinance,43.4,No,No
107682,2025-02,2017-11-23,532664,87.77,6.42,Current,FL,553,Cash-Out Refinance,26.51,No,No
107683,2025-02,2023-08-07,664025,58.48,2.84,Current,FL,677,Refinance,24.95,No,No
107684,2025-02,2023-09-21,390014,78.79,3.36,Current,NY,686,Refinance,27.92,No,No
107685,2025-02,2015-06-23,440813,50.99,7.23,Current,WA,747,Cash-Out Refinance,24.06,No,No
107686,2025-02,2016-02-11,912552,77.38,4.3,30 Days,FL,501,Purchase,12.53,No,No
107687,2025-02,2021-06-14,226726,96.62,6.03,Current,TX,715,Refinance,37.55,No,No
107688,2025-02,2021-12-04,763695,93.76,3.82,Current,IL,619,Refinance,47.0,No,No
107689,2025-02,2016-10-22,63299,89.82,6.4,Current,IL,643,Refinance,38.77,Yes,No
107690,2025-02,2016-08-12,692577,57.53,3.93,Current,WA,846,Refinance,11.11,No,No
107691,2025-02,2015-07-28,650395,73.51,8.22,Current,FL,836,Refinance,48.0,No,No
107692,2025-02,2020-05-03,605546,93.54,7.06,Current,CA,571,Refinance,46.17,No,No
107693,2025-02,2019-02-19,124587,90.95,2.64,30 Days,NY,568,Refinance,46.23,Yes,No
107694,2025-02,2019-10-01,342286,80.23,3.5,Current,IL,557,Purchase,21.91,No,No
107695,2025-02,2018-02-02,552232,63.0,2.8,30 Days,CA,805,Purchase,38.16,No,No
107696,2025-02,2021-08-06,605056,75.13,4.16,30 Days,TX,508,Refinance,41.16,No,No
107697,2025-02,2015-03-10,638461,94.6,7.66,Current,TX,571,Purchase,12.01,No,No
107698,2025-02,2022-09-24,440175,68.65,8.38,Current,CA,666,Refinance,33.66,No,No
107699,2025-02,2022-12-05,787903,67.32,6.51,Current,GA,744,Refinance,11.49,No,No
107700,2025-02,2018-05-28,681390,62.43,6.91,Current,GA,733,Refinance,46.75,No,No
107701,2025-02,2019-12-05,151824,76.27,5.27,Current,WA,595,Refinance,48.19,No,No
107702,2025-02,2019-03-10,482275,84.83,6.71,Current,GA,637,Purchase,29.71,No,No
107703,2025-02,2020-04-17,180044,62.19,6.42,Current,GA,553,Cash-Out Refinance,27.48,No,No
107704,2025-02,2022-06-20,784387,92.34,6.58,Current,WA,567,Refinance,28.04,No,No
107705,2025-02,2017-07-15,471663,59.64,3.13,Current,FL,740,Refinance,47.57,No,No
107706,2025-02,2015-10-08,556266,94.67,4.51,Current,TX,532,Cash-Out Refinance,15.2,No,No
107707,2025-02,2017-04-09,835224,97.31,7.77,30 Days,NY,663,Cash-Out Refinance,14.87,No,No
107708,2025-02,2017-01-18,161793,70.3,6.58,30 Days,GA,753,Refinance,31.03,No,No
107709,2025-02,2015-02-18,919755,55.26,7.52,Current,IL,515,Purchase,49.35,No,No
107710,2025-02,2016-09-02,539126,63.75,5.14,Current,NY,607,Refinance,11.68,No,No
107711,2025-02,2019-11-19,853674,99.74,7.55,30 Days,GA,809,Cash-Out Refinance,34.42,No,No
107712,2025-02,2020-06-09,810767,97.32,7.55,Current,TX,727,Refinance,49.24,No,No
107713,2025-02,2023-03-07,949790,94.92,4.95,Current,TX,677,Refinance,20.02,No,No
107714,2025-02,2018-01-14,328381,65.47,8.33,Current,WA,693,Cash-Out Refinance,32.19,No,No
107715,2025-02,2017-01-20,598550,86.22,5.32,60 Days,GA,818,Purchase,35.01,No,No
107716,2025-02,2020-06-06,261754,66.73,3.86,Current,NY,582,Refinance,17.56,No,No
107717,2025-02,2019-03-19,115331,86.67,7.35,60 Days,GA,735,Purchase,23.28,No,No
107718,2025-02,2017-09-15,146364,63.97,6.32,Current,CA,663,Cash-Out Refinance,40.85,No,No
107719,2025-02,2022-10-28,151344,89.8,5.97,30 Days,GA,689,Cash-Out Refinance,23.54,No,No
107720,2025-02,2016-11-19,55729,83.94,7.36,30 Days,GA,517,Purchase,41.39,No,No
107721,2025-02,2021-06-01,831524,60.64,4.88,Current,TX,686,Refinance,39.34,No,No
107722,2025-02,2017-05-17,76756,69.34,3.42,Current,CA,839,Cash-Out Refinance,12.52,No,No
107723,2025-02,2018-08-25,425914,96.84,7.43,Current,TX,779,Cash-Out Refinance,25.86,No,No
107724,2025-02,2020-11-17,106046,67.18,4.12,Current,NY,758,Refinance,13.71,No,No
107725,2025-02,2023-07-06,422145,82.83,7.15,Current,GA,564,Refinance,49.31,No,No
107726,2025-02,2020-08-09,276404,68.23,8.22,Current,TX,683,Cash-Out Refinance,48.99,No,No
107727,2025-02,2016-01-20,232388,85.75,4.91,Current,WA,842,Cash-Out Refinance,37.92,Yes,No
107728,2025-02,2023-11-15,655050,98.29,7.29,Current,CA,632,Refinance,45.73,No,No
107729,2025-02,2020-08-18,427720,74.68,6.42,Current,TX,792,Cash-Out Refinance,49.88,No,No
107730,2025-02,2023-04-02,943039,79.15,5.6,30 Days,NY,582,Cash-Out Refinance,42.68,No,No
107731,2025-02,2018-06-22,98652,84.6,7.27,Current,WA,848,Refinance,11.6,No,No
107732,2025-02,2020-07-06,765946,84.92,6.8,Current,WA,700,Refinance,18.25,No,No
107733,2025-02,2017-12-07,834806,67.03,3.68,Current,IL,604,Refinance,37.34,No,No
107734,2025-02,2023-04-07,578286,84.12,7.93,90+ Days,GA,803,Cash-Out Refinance,41.99,No,No
107735,2025-02,2019-12-10,971504,56.38,8.45,Current,GA,558,Refinance,37.14,No,No
107736,2025-02,2018-11-08,949189,98.81,4.56,Current,CA,764,Refinance,42.5,No,Yes
107737,2025-02,2019-06-19,207559,64.91,4.2,Current,NY,586,Cash-Out Refinance,43.39,No,No
107738,2025-02,2015-10-21,632729,60.47,5.29,Current,FL,734,Purchase,39.08,No,No
107739,2025-02,2023-07-16,182699,97.28,8.04,Current,NY,581,Purchase,24.04,No,No
107740,2025-02,2020-06-20,501393,53.24,4.02,Current,WA,845,Purchase,26.98,No,No
107741,2025-02,2018-10-24,518954,56.66,4.68,Current,WA,647,Cash-Out Refinance,20.06,No,No
107742,2025-02,2023-03-28,935729,63.75,7.26,Current,GA,534,Purchase,49.26,No,No
107743,2025-02,2022-07-28,240022,80.31,7.48,Current,GA,669,Cash-Out Refinance,30.21,No,No
107744,2025-02,2015-03-04,69613,55.64,2.97,Current,FL,831,Refinance,29.94,No,No
107745,2025-02,2019-01-10,687017,87.41,6.63,Current,FL,725,Refinance,16.93,No,No
107746,2025-02,2015-10-27,85168,53.25,5.27,Current,NY,677,Purchase,48.21,No,No
107747,2025-02,2015-05-14,970181,76.34,8.21,Current,FL,579,Cash-Out Refinance,39.08,No,No
