Account Number,Reporting Period,Loan Type,Origination Date,Loan Amount,Credit Limit,Outstanding Balance,LTV Ratio,DTI Ratio,Interest Rate,Delinquency Status,Credit Score,Property State,Loan Purpose,Loan Modification,Charge-Off Status,Origination Channel,Loan Term (Months),ARM Fixed Term (Years),Servicer Name,Securitization Status
409029,2025-02,Home Equity Loan,2022-09-09,806004,433177,25632,98.3,55.23,9.96,Current,746,TX,Refinance,No,No,Retail,360,7,Bank B,No
409030,2025-02,Home Equity Loan,2015-10-08,278461,248478,362129,85.71,33.03,6.11,Current,614,GA,Purchase,No,No,Direct,240,7,Bank B,No
409031,2025-02,First Lien Mortgage,2023-08-30,901249,120985,25089,54.87,42.05,3.52,Current,752,NY,Refinance,No,No,Retail,360,7,Non-Bank D,Yes
409032,2025-02,First Lien Mortgage,2018-02-13,817339,12980,217191,63.57,13.71,8.96,Current,584,TX,Purchase,No,No,Direct,360,7,Bank A,No
409033,2025-02,Home Equity Loan,2023-11-12,968957,345024,303327,89.34,31.61,7.51,Current,823,GA,Refinance,No,No,Broker,180,5,Bank B,No
409034,2025-02,Home Equity Loan,2021-12-02,196996,25669,369005,66.14,56.95,9.08,Current,503,FL,Purchase,No,Yes,Retail,240,5,Bank A,No
409035,2025-02,Home Equity Loan,2016-10-03,382965,363657,130750,41.81,34.41,9.29,30 Days,728,NY,Refinance,No,No,Correspondent,360,5,Bank B,Yes
409036,2025-02,Home Equity Loan,2019-03-01,256168,378945,99271,90.69,34.08,7.24,Current,788,CA,Cash-Out Refinance,No,No,Broker,180,7,Bank B,No
409037,2025-02,First Lien Mortgage,2022-06-14,871825,133843,159087,52.34,41.22,8.18,Current,730,WA,Refinance,No,No,Direct,240,10,Bank C,No
409038,2025-02,First Lien Mortgage,2016-02-25,821266,274369,449822,81.48,17.19,9.98,Current,577,TX,Refinance,No,No,Broker,240,5,Non-Bank D,Yes
409039,2025-02,First Lien Mortgage,2018-07-05,229791,473372,366138,56.69,54.32,9.1,Current,783,CA,Purchase,No,No,Correspondent,180,10,Bank C,No
409040,2025-02,Home Equity Loan,2017-04-22,319742,365538,439727,64.02,10.74,7.34,Current,772,WA,Home Improvement,No,No,Broker,360,7,Bank A,Yes
409041,2025-02,First Lien Mortgage,2022-08-17,343203,35321,169483,97.4,50.93,5.08,Current,723,TX,Purchase,No,No,Direct,240,5,Bank A,No
409042,2025-02,Home Equity Loan,2020-05-11,136281,402599,370496,87.84,15.23,4.89,Current,738,FL,Cash-Out Refinance,No,No,Retail,360,3,Bank A,Yes
409043,2025-02,First Lien Mortgage,2022-01-07,886056,121173,250897,50.97,43.35,9.98,Current,718,FL,Cash-Out Refinance,No,No,Correspondent,240,10,Non-Bank D,No
409044,2025-02,Home Equity Loan,2017-08-21,689038,106980,279668,83.61,36.78,6.8,Current,827,NY,Purchase,No,No,Broker,240,10,Bank C,No
409045,2025-02,Home Equity Loan,2022-10-19,49013,398786,333168,73.48,40.47,5.64,Current,581,IL,Cash-Out Refinance,No,No,Direct,240,7,Bank B,Yes
409046,2025-02,Home Equity Loan,2023-09-04,143521,467977,32370,49.78,55.37,3.5,Current,571,IL,Refinance,No,Yes,Broker,240,7,Bank A,Yes
409047,2025-02,First Lien Mortgage,2021-01-07,962466,86627,128231,77.55,24.45,4.35,Current,596,IL,Purchase,No,No,Correspondent,360,3,Non-Bank D,No
409048,2025-02,Home Equity Loan,2019-10-20,403444,433548,171998,92.98,53.14,4.76,Current,738,TX,Cash-Out Refinance,No,No,Direct,360,5,Bank A,Yes
409049,2025-02,First Lien Mortgage,2022-07-05,878010,349505,114669,61.77,40.17,2.59,Current,640,NY,Refinance,No,No,Direct,180,5,Bank A,No
409050,2025-02,First Lien Mortgage,2019-10-10,118681,420374,236094,47.29,54.94,5.88,Current,706,CA,Home Improvement,No,No,Retail,360,7,Bank C,No
409051,2025-02,First Lien Mortgage,2022-05-19,847071,489260,216187,59.17,55.2,5.03,Current,612,FL,Home Improvement,No,No,Broker,360,7,Non-Bank D,No
409052,2025-02,First Lien Mortgage,2018-08-20,53453,312158,11710,99.8,19.89,4.24,Current,695,IL,Refinance,No,No,Retail,180,7,Bank C,No
409053,2025-02,First Lien Mortgage,2020-10-27,911205,82389,313226,40.58,27.3,5.64,Current,584,IL,Refinance,No,No,Broker,180,3,Non-Bank D,No
409054,2025-02,Home Equity Loan,2019-05-30,696271,498681,393506,68.42,42.46,6.33,Current,610,WA,Cash-Out Refinance,No,No,Direct,360,7,Non-Bank D,No
409055,2025-02,First Lien Mortgage,2018-12-05,806722,461188,396638,42.18,38.85,9.4,Current,539,TX,Refinance,No,No,Broker,180,3,Bank A,Yes
409056,2025-02,First Lien Mortgage,2021-10-28,411465,280982,60487,71.19,44.77,8.98,Current,561,NY,Purchase,No,No,Broker,240,3,Bank B,No
409057,2025-02,Home Equity Loan,2022-09-03,979123,249459,403392,94.75,16.4,7.31,Current,832,TX,Refinance,No,No,Correspondent,240,7,Non-Bank D,No
409058,2025-02,First Lien Mortgage,2018-01-11,941534,94360,80306,56.92,23.34,4.78,Current,751,TX,Home Improvement,No,No,Broker,360,5,Non-Bank D,Yes
409059,2025-02,First Lien Mortgage,2021-05-01,599277,334900,439038,89.24,11.17,8.16,Current,848,CA,Home Improvement,No,No,Broker,180,5,Bank C,Yes
409060,2025-02,First Lien Mortgage,2017-10-24,432191,164183,302554,72.81,56.52,6.98,Current,527,WA,Refinance,No,No,Direct,180,5,Bank C,Yes
409061,2025-02,First Lien Mortgage,2020-09-10,350983,495932,362282,63.1,32.82,3.54,90+ Days,838,FL,Home Improvement,No,Yes,Retail,180,3,Bank B,No
409062,2025-02,Home Equity Loan,2023-04-07,869315,389066,66971,90.95,48.42,2.63,30 Days,620,IL,Refinance,No,No,Direct,180,3,Non-Bank D,No
409063,2025-02,First Lien Mortgage,2018-02-09,970248,482611,226223,52.91,37.75,4.86,Current,781,IL,Refinance,Yes,No,Retail,240,3,Non-Bank D,No
409064,2025-02,First Lien Mortgage,2019-10-27,485758,94717,66678,81.72,16.65,4.5,Current,545,TX,Purchase,No,No,Retail,240,3,Bank A,Yes
409065,2025-02,First Lien Mortgage,2019-07-20,688042,248508,47568,56.33,34.39,3.68,30 Days,731,NY,Home Improvement,No,No,Retail,360,5,Bank B,Yes
409066,2025-02,First Lien Mortgage,2017-11-04,85602,23444,14593,80.06,34.06,8.56,Current,546,TX,Purchase,No,No,Broker,360,3,Bank A,Yes
409067,2025-02,Home Equity Loan,2020-08-23,903656,126447,123207,46.31,14.14,3.99,Current,582,CA,Cash-Out Refinance,No,No,Retail,360,7,Bank C,Yes
409068,2025-02,First Lien Mortgage,2020-11-22,699103,76802,31436,48.75,26.22,4.62,Current,718,WA,Refinance,No,Yes,Retail,360,3,Bank C,No
409069,2025-02,First Lien Mortgage,2020-02-25,984117,427194,247931,41.25,30.68,9.63,90+ Days,688,GA,Refinance,No,No,Direct,240,5,Non-Bank D,Yes
409070,2025-02,Home Equity Loan,2021-10-14,759344,211992,274238,70.19,13.37,3.98,Current,566,CA,Refinance,No,No,Broker,240,3,Non-Bank D,Yes
409071,2025-02,Home Equity Loan,2021-01-06,565376,165364,386444,74.41,37.16,2.62,Current,527,FL,Purchase,No,No,Direct,240,5,Bank B,Yes
409072,2025-02,Home Equity Loan,2020-05-22,250177,66853,90823,71.78,59.5,7.36,Current,705,GA,Refinance,No,No,Retail,180,10,Bank A,No
409073,2025-02,First Lien Mortgage,2017-05-20,657744,355190,242326,95.08,46.92,9.45,Current,688,WA,Refinance,No,No,Direct,360,5,Bank A,No
409074,2025-02,First Lien Mortgage,2018-10-23,344919,334395,419894,97.08,25.59,7.27,Current,811,FL,Home Improvement,No,No,Retail,180,7,Bank A,No
409075,2025-02,First Lien Mortgage,2022-06-08,95344,316200,239630,87.57,17.12,7.82,90+ Days,834,CA,Home Improvement,No,No,Direct,360,3,Bank C,Yes
409076,2025-02,Home Equity Loan,2022-05-03,827932,166799,178281,73.97,34.57,3.83,Current,796,CA,Home Improvement,No,No,Retail,360,10,Bank B,Yes
409077,2025-02,First Lien Mortgage,2017-12-22,78492,454082,35570,52.47,18.15,3.92,90+ Days,626,TX,Home Improvement,No,No,Direct,180,5,Bank A,No
409078,2025-02,First Lien Mortgage,2018-06-03,77001,438959,62784,62.1,18.76,4.58,Current,729,NY,Purchase,No,No,Retail,240,5,Bank A,No
409079,2025-02,First Lien Mortgage,2022-11-18,971684,220491,125889,47.58,45.11,9.07,Current,719,CA,Refinance,No,No,Direct,180,3,Bank A,No
409080,2025-02,First Lien Mortgage,2022-04-21,928701,53243,110525,89.19,19.12,6.84,Current,723,WA,Home Improvement,Yes,No,Retail,180,10,Bank C,No
409081,2025-02,First Lien Mortgage,2021-01-10,849616,16846,342737,82.42,35.3,3.19,Current,613,FL,Home Improvement,No,No,Direct,360,3,Non-Bank D,Yes
409082,2025-02,Home Equity Loan,2018-12-20,82619,314748,74795,97.26,34.0,9.68,Current,812,NY,Purchase,No,No,Broker,240,3,Bank B,No
409083,2025-02,First Lien Mortgage,2021-02-28,316217,488948,366192,55.73,36.58,8.17,Current,847,WA,Home Improvement,No,No,Retail,360,3,Bank A,No
409084,2025-02,Home Equity Loan,2016-04-20,541852,396880,406209,82.74,35.53,3.73,Current,678,CA,Home Improvement,No,No,Retail,360,5,Non-Bank D,Yes
409085,2025-02,First Lien Mortgage,2019-02-17,579459,48626,20133,44.72,51.77,4.2,Current,791,IL,Home Improvement,No,No,Direct,180,10,Bank C,Yes
409086,2025-02,Home Equity Loan,2022-01-09,449658,450743,16074,91.69,44.14,3.8,Current,760,FL,Cash-Out Refinance,No,No,Direct,240,7,Bank B,No
409087,2025-02,First Lien Mortgage,2016-04-06,560900,291834,255728,83.67,53.88,3.61,30 Days,589,TX,Refinance,No,No,Direct,240,7,Bank B,Yes
409088,2025-02,Home Equity Loan,2019-07-14,167099,129703,388803,74.69,59.28,6.37,Current,773,CA,Purchase,No,No,Broker,360,10,Bank C,No
409089,2025-02,Home Equity Loan,2017-06-10,999449,486265,114346,100.0,41.13,9.61,Current,549,GA,Refinance,No,No,Correspondent,240,10,Bank A,No
409090,2025-02,Home Equity Loan,2022-05-17,429855,436500,354383,89.24,32.25,4.54,Current,716,CA,Cash-Out Refinance,No,No,Correspondent,180,7,Non-Bank D,No
409091,2025-02,Home Equity Loan,2020-04-23,638836,205710,379350,58.28,11.11,8.9,Current,822,WA,Refinance,No,No,Broker,180,3,Bank B,No
409092,2025-02,First Lien Mortgage,2020-02-26,583723,304044,292211,78.87,26.17,4.73,Current,736,IL,Cash-Out Refinance,No,No,Correspondent,180,3,Bank C,No
409093,2025-02,Home Equity Loan,2017-03-08,237866,253153,276085,64.28,40.0,3.96,30 Days,644,FL,Cash-Out Refinance,No,No,Retail,360,7,Bank B,Yes
409094,2025-02,First Lien Mortgage,2017-09-21,495103,324510,346252,94.0,12.04,3.8,Current,648,WA,Purchase,No,No,Broker,360,7,Bank C,No
409095,2025-02,Home Equity Loan,2021-01-09,193368,376698,381981,40.75,53.79,7.82,Current,643,GA,Refinance,No,No,Retail,240,3,Bank A,No
409096,2025-02,Home Equity Loan,2023-01-09,314231,267530,14085,54.81,19.35,9.74,Current,543,FL,Purchase,No,No,Retail,360,3,Bank C,No
409097,2025-02,First Lien Mortgage,2019-11-30,700320,422163,314018,96.15,38.63,4.55,Current,716,IL,Home Improvement,No,No,Broker,360,5,Bank C,No
409098,2025-02,First Lien Mortgage,2015-04-22,872232,394586,161791,62.57,29.53,4.02,Current,716,FL,Cash-Out Refinance,No,No,Direct,360,3,Bank B,No
409099,2025-02,First Lien Mortgage,2022-06-25,944613,146501,416228,41.27,32.36,8.04,Current,663,NY,Purchase,No,No,Broker,180,3,Bank B,Yes
409100,2025-02,First Lien Mortgage,2023-04-30,408267,186610,74374,87.56,45.19,8.68,Current,584,IL,Refinance,No,No,Correspondent,180,10,Bank A,No
409101,2025-02,First Lien Mortgage,2021-08-06,603213,307239,45799,74.09,56.83,9.89,Current,522,WA,Refinance,No,No,Retail,360,7,Bank A,Yes
409102,2025-02,Home Equity Loan,2015-10-16,716868,65459,377144,94.01,46.16,5.21,Current,563,NY,Purchase,No,No,Direct,240,10,Bank B,No
409103,2025-02,Home Equity Loan,2023-12-21,608165,154659,322411,79.41,39.08,6.63,Current,586,GA,Home Improvement,No,No,Direct,180,7,Bank C,No
409104,2025-02,Home Equity Loan,2021-07-07,909902,108058,415679,67.07,48.84,3.41,Current,607,FL,Cash-Out Refinance,Yes,No,Direct,180,7,Non-Bank D,No
409105,2025-02,First Lien Mortgage,2016-01-10,220223,289850,67869,45.77,32.0,9.37,Current,526,FL,Home Improvement,Yes,No,Correspondent,180,10,Bank B,Yes
409106,2025-02,First Lien Mortgage,2018-03-04,530411,134833,195627,54.55,57.36,4.05,Current,507,TX,Refinance,No,No,Correspondent,240,7,Bank C,No
409107,2025-02,First Lien Mortgage,2020-10-17,863126,493958,373703,93.14,51.56,5.69,Current,552,WA,Purchase,No,No,Correspondent,240,5,Bank B,No
409108,2025-02,Home Equity Loan,2022-04-05,235505,285306,312140,96.24,29.9,7.49,Current,849,GA,Refinance,No,No,Direct,360,10,Non-Bank D,Yes
409109,2025-02,Home Equity Loan,2019-10-10,223650,286403,64792,88.68,11.66,9.53,Current,605,WA,Cash-Out Refinance,No,No,Direct,360,10,Bank B,No
409110,2025-02,Home Equity Loan,2016-06-06,152410,61579,171831,51.34,55.34,6.62,60 Days,707,TX,Home Improvement,No,No,Broker,180,7,Bank B,Yes
409111,2025-02,Home Equity Loan,2023-10-08,256042,228122,239987,41.16,18.2,4.33,Current,804,IL,Purchase,No,No,Correspondent,240,10,Bank A,No
409112,2025-02,Home Equity Loan,2015-09-08,476246,468487,33572,84.32,14.17,4.71,Current,625,GA,Refinance,No,No,Correspondent,360,5,Non-Bank D,Yes
409113,2025-02,First Lien Mortgage,2021-08-24,418575,241193,57587,46.52,24.71,5.8,Current,628,TX,Refinance,No,No,Broker,240,3,Bank A,No
409114,2025-02,First Lien Mortgage,2015-01-29,798950,143638,257697,75.47,13.79,5.16,Current,764,CA,Refinance,No,No,Correspondent,180,5,Bank B,Yes
409115,2025-02,First Lien Mortgage,2016-08-15,596846,92635,337885,84.43,41.86,7.68,Current,543,IL,Cash-Out Refinance,No,No,Broker,360,10,Bank A,No
409116,2025-02,Home Equity Loan,2022-02-01,482209,334601,438287,49.93,34.14,3.14,Current,785,NY,Cash-Out Refinance,No,No,Direct,360,5,Bank A,Yes
409117,2025-02,First Lien Mortgage,2023-09-07,194567,347386,181402,62.96,23.38,3.61,Current,826,WA,Cash-Out Refinance,No,No,Correspondent,180,7,Non-Bank D,No
409118,2025-02,Home Equity Loan,2021-11-27,873925,413523,111400,77.66,19.67,3.36,30 Days,814,TX,Home Improvement,No,No,Retail,240,5,Non-Bank D,No
409119,2025-02,Home Equity Loan,2016-07-17,759186,37979,172074,44.53,43.17,9.6,Current,533,IL,Refinance,No,No,Direct,180,10,Non-Bank D,Yes
409120,2025-02,First Lien Mortgage,2023-09-03,55074,495698,374787,63.15,18.49,5.13,Current,569,TX,Refinance,No,No,Broker,360,5,Bank B,No
409121,2025-02,Home Equity Loan,2021-11-08,294192,160283,256208,50.84,23.97,8.41,Current,741,IL,Refinance,No,No,Retail,180,7,Bank A,No
409122,2025-02,First Lien Mortgage,2018-07-17,968597,294600,8291,76.93,29.77,2.84,Current,790,FL,Refinance,No,No,Broker,360,10,Bank C,No
409123,2025-02,First Lien Mortgage,2017-09-02,688160,342924,250719,77.26,45.77,6.77,Current,536,CA,Refinance,No,No,Correspondent,180,3,Bank A,No
409124,2025-02,First Lien Mortgage,2015-02-03,99156,320048,420524,96.84,45.09,6.45,Current,579,NY,Purchase,No,No,Direct,240,5,Non-Bank D,No
409125,2025-02,First Lien Mortgage,2018-06-25,784449,274574,425042,88.04,16.99,6.61,Current,809,GA,Refinance,No,No,Correspondent,240,5,Bank C,Yes
409126,2025-02,Home Equity Loan,2020-02-08,273577,406988,405677,58.96,48.1,5.51,Current,730,GA,Home Improvement,No,No,Direct,180,5,Bank C,No
409127,2025-02,First Lien Mortgage,2023-08-24,268593,252665,207366,70.44,55.72,3.43,Current,827,NY,Cash-Out Refinance,No,No,Broker,360,5,Non-Bank D,Yes
409128,2025-02,First Lien Mortgage,2018-08-27,519425,162398,408925,95.74,47.42,8.41,Current,508,WA,Cash-Out Refinance,No,No,Direct,360,5,Bank C,No
409129,2025-02,Home Equity Loan,2015-02-05,155203,229591,184378,74.39,43.71,9.84,Current,614,NY,Refinance,No,No,Broker,240,5,Bank C,Yes
409130,2025-02,Home Equity Loan,2020-09-11,360206,126635,144995,65.41,28.59,3.78,Current,668,CA,Refinance,No,No,Retail,360,5,Bank B,No
409131,2025-02,First Lien Mortgage,2018-11-23,116861,128545,392240,59.72,16.82,4.06,Current,736,IL,Home Improvement,No,No,Retail,180,7,Bank B,Yes
409132,2025-02,Home Equity Loan,2020-06-05,873638,104899,153500,76.18,42.59,2.94,Current,572,IL,Home Improvement,No,No,Direct,360,10,Bank B,Yes
409133,2025-02,Home Equity Loan,2021-02-12,348454,42705,138654,73.2,25.33,4.39,Current,718,TX,Refinance,No,No,Broker,180,3,Non-Bank D,No
409134,2025-02,Home Equity Loan,2015-04-22,863148,420819,143770,41.85,27.63,8.47,Current,621,CA,Cash-Out Refinance,No,No,Broker,180,7,Bank B,No
409135,2025-02,First Lien Mortgage,2019-11-02,156969,152605,127682,66.42,40.97,9.45,Current,738,FL,Refinance,No,No,Broker,360,5,Bank B,No
409136,2025-02,First Lien Mortgage,2021-07-12,496250,320731,174417,44.32,22.31,7.69,Current,683,WA,Cash-Out Refinance,No,No,Correspondent,360,5,Bank A,Yes
409137,2025-02,First Lien Mortgage,2017-05-02,797059,41520,318252,61.56,50.35,4.01,Current,756,CA,Home Improvement,No,No,Retail,240,10,Bank B,Yes
409138,2025-02,First Lien Mortgage,2019-10-09,978633,380563,347831,93.16,25.27,6.98,Current,587,FL,Purchase,No,No,Direct,360,5,Bank C,No
409139,2025-02,Home Equity Loan,2017-08-20,815431,228792,267051,66.15,33.93,9.43,Current,664,IL,Refinance,No,No,Direct,240,3,Non-Bank D,No
409140,2025-02,Home Equity Loan,2022-10-02,188139,33888,203193,74.32,49.97,9.86,Current,797,IL,Home Improvement,No,Yes,Direct,360,3,Non-Bank D,Yes
409141,2025-02,Home Equity Loan,2018-09-06,724998,104902,74172,71.51,28.34,4.82,Current,626,IL,Cash-Out Refinance,No,No,Broker,240,7,Bank B,No
409142,2025-02,Home Equity Loan,2022-01-12,239324,115615,249486,87.56,50.65,8.24,Current,712,WA,Home Improvement,No,No,Retail,360,5,Bank C,No
409143,2025-02,Home Equity Loan,2019-02-01,608695,368666,226547,40.86,22.3,9.73,Current,632,IL,Home Improvement,No,No,Direct,360,3,Bank A,No
409144,2025-02,First Lien Mortgage,2019-06-29,781772,281451,318734,78.96,53.36,3.08,Current,845,WA,Home Improvement,No,No,Direct,360,7,Non-Bank D,No
409145,2025-02,First Lien Mortgage,2023-04-19,385897,460720,128389,66.28,55.88,3.67,Current,715,NY,Purchase,No,No,Broker,240,7,Bank B,Yes
409146,2025-02,First Lien Mortgage,2018-11-14,379800,222878,209485,72.76,50.58,2.63,Current,531,TX,Purchase,No,No,Retail,360,7,Bank B,No
409147,2025-02,Home Equity Loan,2017-04-27,141257,344129,418569,88.48,27.31,8.74,Current,682,GA,Home Improvement,No,No,Correspondent,360,3,Non-Bank D,No
409148,2025-02,Home Equity Loan,2015-10-23,619543,273967,352094,95.3,34.31,7.96,Current,769,WA,Purchase,No,No,Broker,360,10,Bank A,No
409149,2025-02,Home Equity Loan,2017-01-15,631048,401381,366538,89.93,30.58,4.79,Current,732,GA,Home Improvement,No,No,Correspondent,180,7,Bank B,Yes
409150,2025-02,Home Equity Loan,2018-10-07,917017,283869,219275,85.31,10.94,7.26,Current,759,GA,Purchase,No,No,Direct,180,10,Bank A,Yes
409151,2025-02,Home Equity Loan,2018-01-10,865263,369750,426512,73.57,28.96,4.06,Current,803,FL,Purchase,No,No,Correspondent,180,5,Bank B,No
409152,2025-02,First Lien Mortgage,2019-03-29,667303,369202,409588,53.78,41.75,4.25,Current,686,CA,Refinance,No,No,Direct,360,10,Bank B,No
409153,2025-02,Home Equity Loan,2015-06-15,785078,183478,440704,47.73,14.34,3.79,Current,511,TX,Purchase,No,No,Retail,180,5,Non-Bank D,No
409154,2025-02,First Lien Mortgage,2019-11-06,427397,178050,61355,95.91,55.64,6.34,Current,825,TX,Cash-Out Refinance,No,No,Retail,360,10,Bank C,Yes
409155,2025-02,First Lien Mortgage,2020-03-05,679995,418245,339907,82.44,42.09,4.39,Current,611,IL,Refinance,No,No,Retail,360,10,Bank C,No
409156,2025-02,Home Equity Loan,2015-02-12,299610,180704,125542,71.96,12.5,5.78,30 Days,841,FL,Home Improvement,No,No,Retail,360,5,Bank A,Yes
409157,2025-02,First Lien Mortgage,2020-08-09,959813,381080,435678,88.59,23.2,8.27,Current,839,FL,Home Improvement,No,No,Correspondent,240,7,Bank A,No
409158,2025-02,Home Equity Loan,2017-10-18,964083,499944,162041,49.11,51.13,9.1,Current,544,IL,Cash-Out Refinance,No,No,Correspondent,240,7,Bank B,No
409159,2025-02,Home Equity Loan,2021-02-26,801237,66042,5281,59.28,26.1,2.85,Current,711,IL,Home Improvement,No,No,Retail,240,3,Bank A,No
409160,2025-02,Home Equity Loan,2023-11-11,735552,365117,18193,57.37,49.49,3.25,Current,740,GA,Purchase,No,No,Correspondent,360,7,Bank A,No
409161,2025-02,Home Equity Loan,2021-12-07,669786,398129,89126,46.97,27.64,7.03,Current,818,IL,Refinance,No,No,Direct,360,7,Bank C,Yes
409162,2025-02,First Lien Mortgage,2016-11-25,796855,168937,440789,88.5,20.52,8.5,Current,730,WA,Cash-Out Refinance,No,No,Broker,180,3,Bank A,No
409163,2025-02,First Lien Mortgage,2015-09-09,878618,484054,241159,65.87,20.0,8.01,Current,849,CA,Refinance,No,No,Retail,360,10,Non-Bank D,No
409164,2025-02,Home Equity Loan,2019-08-11,432656,340129,16563,53.58,59.93,6.66,Current,797,NY,Purchase,No,No,Correspondent,240,3,Bank A,Yes
409165,2025-02,Home Equity Loan,2015-10-22,74172,329409,417912,86.9,13.2,5.1,Current,672,IL,Purchase,No,No,Direct,240,7,Bank C,No
409166,2025-02,Home Equity Loan,2021-08-03,697560,100772,134485,99.71,17.32,8.45,Current,753,NY,Cash-Out Refinance,No,No,Correspondent,240,7,Bank C,Yes
409167,2025-02,First Lien Mortgage,2018-11-04,478739,339841,310361,40.8,48.1,7.22,Current,719,IL,Refinance,No,No,Retail,180,5,Bank C,No
409168,2025-02,Home Equity Loan,2021-06-29,68532,312624,294763,41.97,23.99,4.17,Current,563,TX,Refinance,No,No,Correspondent,240,7,Non-Bank D,No
409169,2025-02,Home Equity Loan,2020-07-28,778155,422702,400064,94.01,38.28,7.94,Current,766,CA,Purchase,No,No,Retail,180,7,Bank B,No
409170,2025-02,First Lien Mortgage,2020-02-17,914850,342129,234271,66.96,41.53,7.33,Current,676,WA,Refinance,No,No,Retail,240,3,Bank C,Yes
409171,2025-02,First Lien Mortgage,2023-07-18,293539,380213,15424,40.4,50.83,5.09,Current,666,FL,Home Improvement,No,No,Retail,180,5,Bank B,No
409172,2025-02,Home Equity Loan,2017-07-03,750865,100235,278316,75.59,55.95,9.71,Current,669,NY,Refinance,No,No,Broker,180,7,Bank A,No
409173,2025-02,Home Equity Loan,2017-11-17,551034,401298,442630,61.16,31.3,2.82,Current,778,CA,Home Improvement,No,No,Correspondent,180,10,Non-Bank D,No
409174,2025-02,Home Equity Loan,2015-03-12,276894,101723,150851,96.1,15.06,5.03,Current,601,CA,Home Improvement,No,No,Retail,240,3,Non-Bank D,No
409175,2025-02,First Lien Mortgage,2015-07-24,226358,31125,172480,68.89,27.6,9.14,Current,545,GA,Home Improvement,No,No,Broker,360,5,Bank C,Yes
409176,2025-02,First Lien Mortgage,2020-01-31,511228,409094,342089,97.07,48.65,7.98,Current,591,FL,Purchase,No,No,Broker,180,5,Bank A,No
409177,2025-02,First Lien Mortgage,2022-10-04,740195,187070,424642,48.82,15.71,4.17,Current,596,WA,Cash-Out Refinance,No,No,Correspondent,180,10,Bank B,Yes
409178,2025-02,Home Equity Loan,2016-10-30,513162,71583,233034,89.4,15.72,3.4,Current,725,IL,Cash-Out Refinance,No,Yes,Direct,180,5,Non-Bank D,No
409179,2025-02,First Lien Mortgage,2017-07-12,970379,359594,229893,82.92,29.29,7.13,Current,807,WA,Home Improvement,No,No,Broker,360,3,Non-Bank D,No
409180,2025-02,First Lien Mortgage,2022-11-22,180135,60506,181772,76.25,58.65,6.25,Current,838,TX,Purchase,No,No,Correspondent,180,7,Bank A,No
409181,2025-02,First Lien Mortgage,2020-10-15,65690,454911,259244,47.16,33.58,3.27,Current,589,NY,Purchase,No,No,Direct,180,10,Bank C,No
409182,2025-02,First Lien Mortgage,2016-03-23,265265,216891,299720,76.67,28.93,6.43,Current,691,TX,Cash-Out Refinance,No,No,Correspondent,180,5,Bank C,No
409183,2025-02,First Lien Mortgage,2021-06-03,285222,22248,288415,70.24,16.67,9.23,Current,549,WA,Refinance,No,No,Retail,240,7,Bank B,No
409184,2025-02,Home Equity Loan,2023-04-13,716750,396565,178735,77.34,20.54,3.28,Current,564,TX,Refinance,No,No,Direct,180,7,Bank A,Yes
409185,2025-02,Home Equity Loan,2023-12-05,996231,407005,191144,97.99,15.26,9.09,Current,548,FL,Cash-Out Refinance,No,No,Correspondent,180,7,Non-Bank D,No
409186,2025-02,Home Equity Loan,2022-09-16,693233,333113,145194,95.75,11.43,6.02,Current,821,IL,Purchase,No,No,Retail,240,3,Bank B,Yes
409187,2025-02,First Lien Mortgage,2019-12-25,399790,280270,25799,61.27,57.71,9.36,Current,654,WA,Cash-Out Refinance,No,No,Direct,360,7,Bank C,Yes
409188,2025-02,First Lien Mortgage,2018-09-23,742284,270713,63626,50.21,51.5,4.08,Current,574,NY,Home Improvement,No,No,Retail,360,10,Bank A,No
409189,2025-02,Home Equity Loan,2021-02-08,579213,140895,305387,79.35,40.42,5.84,Current,635,NY,Home Improvement,No,No,Correspondent,240,7,Bank A,No
409190,2025-02,Home Equity Loan,2022-06-03,493680,270382,33917,48.63,56.57,7.64,Current,763,IL,Home Improvement,Yes,No,Retail,360,3,Non-Bank D,No
409191,2025-02,Home Equity Loan,2015-06-10,99980,44582,137598,65.11,37.63,8.28,Current,632,CA,Refinance,No,No,Correspondent,240,5,Bank A,Yes
409192,2025-02,Home Equity Loan,2022-08-16,405205,17758,98114,50.96,57.59,5.71,60 Days,838,FL,Home Improvement,No,No,Direct,240,10,Bank B,No
409193,2025-02,Home Equity Loan,2020-07-14,161833,465961,316295,46.19,10.53,7.33,Current,735,IL,Home Improvement,No,No,Retail,240,5,Non-Bank D,No
409194,2025-02,Home Equity Loan,2023-07-13,536934,90755,425568,99.34,14.49,7.18,Current,806,WA,Purchase,No,No,Retail,240,5,Bank C,No
409195,2025-02,First Lien Mortgage,2021-12-12,942731,275369,66085,41.86,16.34,9.06,30 Days,753,WA,Purchase,No,No,Direct,360,5,Bank A,No
409196,2025-02,First Lien Mortgage,2015-10-04,840826,113733,295461,68.79,38.74,5.62,Current,809,NY,Home Improvement,No,No,Broker,240,7,Bank C,No
409197,2025-02,First Lien Mortgage,2020-11-13,964623,10735,175485,50.82,15.05,8.77,Current,524,GA,Purchase,No,No,Correspondent,240,7,Bank B,Yes
409198,2025-02,Home Equity Loan,2015-06-15,659837,219851,235326,78.35,20.21,6.94,Current,748,CA,Refinance,No,No,Direct,360,7,Bank B,No
